entry_time,exit_time,symbol,direction,quantity,entry_price,exit_price,pnl,exit_reason,commission,slippage
2006-05-19 11:00:00,2006-05-22 12:00:00,SPY,SELL,1,126.26,126.09,-1.8426174999999982,TIME,2.0,0.012617500000000002
2006-06-01 14:00:00,2006-06-02 15:00:00,SPY,BUY,1,128.37,129.13,-1.252875000000009,TIME,2.0,0.012875
2006-06-07 15:00:00,2006-06-07 15:00:00,SPY,SELL,1,125.91,125.91,-2.012591,TakeProfit,2.0,0.012591
2006-06-08 11:00:00,2006-06-09 09:30:00,SPY,SELL,1,124.23,126.47,-4.252534999999995,StopLoss,2.0,0.012535
2006-06-09 12:00:00,2006-06-12 13:00:00,SPY,SELL,1,125.68,125.18,-1.512543,TIME,2.0,0.012543
2006-07-25 14:00:00,2006-07-26 15:00:00,SPY,BUY,1,126.35,126.89,-1.4726619999999937,TIME,2.0,0.012662
2006-08-23 16:00:00,2006-08-23 16:00:00,SPY,BUY,1,129.79,129.79,-2.012979,TakeProfit,2.0,0.012979
2006-08-24 12:00:00,2006-08-25 13:00:00,SPY,SELL,1,129.57,129.84,-2.2829705000000104,TIME,2.0,0.012970499999999998
2006-09-08 13:00:00,2006-09-11 14:00:00,SPY,BUY,1,130.41,130.45,-1.9730430000000079,TIME,2.0,0.013043
2006-10-18 09:30:00,2006-10-18 09:30:00,SPY,BUY,1,137.06,137.06,-2.013706,StopLoss,2.0,0.013706
2006-10-18 13:00:00,2006-10-19 14:00:00,SPY,SELL,1,136.33,136.67,-2.353649999999975,TIME,2.0,0.01365
2006-10-27 09:30:00,2006-10-27 13:00:00,SPY,SELL,1,138.36,138.21,-1.8638284999999943,TakeProfit,2.0,0.013828500000000002
2006-10-30 09:30:00,2006-10-30 10:00:00,SPY,SELL,1,137.57,137.71,-2.153764000000015,TakeProfit,2.0,0.013763999999999998
2006-10-30 13:00:00,2006-10-31 14:00:00,SPY,BUY,1,138.16,137.58,-2.5937869999999843,TIME,2.0,0.013787
2007-01-26 10:00:00,2007-01-29 11:00:00,SPY,SELL,1,142.01,142.24,-2.2442125000000184,TIME,2.0,0.0142125
2007-02-28 10:00:00,2007-03-01 09:30:00,SPY,BUY,1,141.5,138.84,-4.6740169999999965,StopLoss,2.0,0.014017000000000002
2007-03-01 14:00:00,2007-03-02 15:00:00,SPY,BUY,1,141.08,138.98,-4.1140030000000225,TIME,2.0,0.014003
2007-03-15 09:30:00,2007-03-16 10:00:00,SPY,BUY,1,139.57,139.09,-2.49393299999999,TIME,2.0,0.013933
2007-04-02 15:00:00,2007-04-03 16:00:00,SPY,BUY,1,142.3,143.66,-0.6542980000000148,TIME,2.0,0.014298000000000002
2007-04-30 14:00:00,2007-04-30 14:00:00,SPY,SELL,1,148.98,148.98,-2.014898,TakeProfit,2.0,0.014898
2007-05-02 09:30:00,2007-05-03 10:00:00,SPY,BUY,1,149.17,150.34,-0.8449754999999841,TIME,2.0,0.0149755
2007-05-25 10:00:00,2007-05-25 10:00:00,SPY,BUY,1,151.84,151.84,-2.015184,TakeProfit,2.0,0.015184
2007-05-25 15:00:00,2007-05-29 16:00:00,SPY,BUY,1,151.86,152.27,-1.6052065000000033,TIME,2.0,0.0152065
2007-06-05 15:00:00,2007-06-06 14:00:00,SPY,BUY,1,153.45,152.12,-3.345278499999984,TakeProfit,2.0,0.0152785
2007-06-07 10:00:00,2007-06-07 15:00:00,SPY,SELL,1,151.38,149.36,0.00496299999998181,TakeProfit,2.0,0.015037
2007-06-07 16:00:00,2007-06-11 09:30:00,SPY,SELL,1,149.15,151.26,-4.1250204999999855,TIME,2.0,0.015020499999999999
2007-07-03 09:30:00,2007-07-05 13:00:00,SPY,BUY,1,152.4,151.9,-2.515215,TIME,2.0,0.015215000000000001
2007-07-24 14:00:00,2007-07-25 15:00:00,SPY,SELL,1,152.02,151.74,-1.7351879999999988,TIME,2.0,0.015188
2007-07-26 09:30:00,2007-07-26 09:30:00,SPY,SELL,1,150.2,150.2,-2.01502,TakeProfit,2.0,0.015019999999999999
2007-07-26 14:00:00,2007-07-26 15:00:00,SPY,SELL,1,147.14,148.55,-3.424784500000025,TakeProfit,2.0,0.014784499999999999
2007-07-27 15:00:00,2007-07-30 16:00:00,SPY,SELL,1,146.04,147.39,-3.3646714999999943,TIME,2.0,0.014671499999999997
2007-07-31 09:30:00,2007-07-31 15:00:00,SPY,BUY,1,148.47,145.39,-5.094693000000013,StopLoss,2.0,0.014693000000000001
2007-08-01 14:00:00,2007-08-02 10:00:00,SPY,SELL,1,144.49,146.51,-4.034549999999982,StopLoss,2.0,0.01455
2007-08-02 15:00:00,2007-08-03 15:00:00,SPY,BUY,1,147.28,143.35,-5.944531500000007,StopLoss,2.0,0.0145315
2007-08-06 12:00:00,2007-08-06 12:00:00,SPY,BUY,1,144.87,144.87,-2.014487,TakeProfit,2.0,0.014487
2007-08-06 15:00:00,2007-08-07 16:00:00,SPY,BUY,1,146.77,147.75,-1.0347260000000102,TIME,2.0,0.014726
2007-08-08 10:00:00,2007-08-09 09:30:00,SPY,BUY,1,149.61,147.78,-3.8448695000000126,StopLoss,2.0,0.014869499999999999
2007-08-09 12:00:00,2007-08-10 09:30:00,SPY,SELL,1,147.42,144.26,1.1454159999999967,TakeProfit,2.0,0.014583999999999998
2007-08-13 15:00:00,2007-08-14 16:00:00,SPY,SELL,1,145.51,143.09,0.4055699999999875,TIME,2.0,0.014430000000000002
2007-08-15 13:00:00,2007-08-15 15:00:00,SPY,BUY,1,143.91,140.9,-5.024240499999991,StopLoss,2.0,0.0142405
2007-08-16 09:30:00,2007-08-16 10:00:00,SPY,SELL,1,139.71,139.52,-1.8239615000000022,TakeProfit,2.0,0.013961500000000002
2007-08-16 14:00:00,2007-08-16 16:00:00,SPY,BUY,1,139.68,142.19,0.4959064999999909,TakeProfit,2.0,0.0140935
2007-08-17 09:30:00,2007-08-17 09:30:00,SPY,BUY,1,144.17,144.17,-2.014417,TakeProfit,2.0,0.014417
2007-08-20 11:00:00,2007-08-21 12:00:00,SPY,SELL,1,143.99,145.22,-3.24446049999999,TIME,2.0,0.014460500000000001
2007-08-30 11:00:00,2007-08-31 12:00:00,SPY,BUY,1,146.87,148.14,-0.7447505000000182,TIME,2.0,0.0147505
2007-09-10 14:00:00,2007-09-10 14:00:00,SPY,BUY,1,145.78,145.78,-2.014578,TakeProfit,2.0,0.014578
2007-09-11 10:00:00,2007-09-12 11:00:00,SPY,BUY,1,146.89,147.95,-0.9547419999999978,TIME,2.0,0.014741999999999998
2007-09-19 10:00:00,2007-09-19 10:00:00,SPY,BUY,1,154.01,154.01,-2.015401,StopLoss,2.0,0.015401
