rsi_entry,rsi_exit,sl_mult,tp_mult,sma_len,atr_thresh,pnl,sharpe,max_drawdown,win_rate
10,70,0.25,0.75,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.25,0.75,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.25,0.75,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.25,0.75,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.25,1.0,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.25,1.0,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.25,1.0,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.25,1.0,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.25,1.0,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.25,1.0,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.25,1.0,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.25,1.0,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.25,1.0,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.25,1.0,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.25,1.0,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.25,1.0,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.25,1.0,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.25,1.0,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.25,1.0,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.25,1.0,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.25,1.0,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.25,1.0,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.25,1.0,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.25,1.0,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.25,1.25,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.25,1.25,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.25,1.25,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.25,1.25,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.25,1.25,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.25,1.25,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.25,1.25,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.25,1.25,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.25,1.25,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.25,1.25,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.25,1.25,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.25,1.25,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.25,1.25,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.25,1.25,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.25,1.25,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.25,1.25,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.25,1.25,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.25,1.25,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.25,1.25,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.25,1.25,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.25,1.5,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.25,1.5,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.25,1.5,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.25,1.5,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.25,1.5,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.25,1.5,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.25,1.5,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.25,1.5,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.25,1.5,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.25,1.5,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.25,1.5,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.25,1.5,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.25,1.5,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.25,1.5,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.25,1.5,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.25,1.5,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.25,1.5,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.25,1.5,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.25,1.5,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.25,1.5,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.25,2.0,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.25,2.0,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.25,2.0,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.25,2.0,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.25,2.0,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.25,2.0,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.25,2.0,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.25,2.0,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.25,2.0,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.25,2.0,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.25,2.0,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.25,2.0,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.25,2.0,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.25,2.0,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.25,2.0,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.25,2.0,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.25,2.0,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.25,2.0,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.25,2.0,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.25,2.0,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,0.25,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,0.25,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,0.25,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,0.25,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,0.25,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,0.25,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,0.25,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,0.25,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,0.25,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,0.25,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,0.25,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,0.25,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,0.25,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,0.25,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,0.25,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,0.25,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,0.25,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,0.25,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,0.25,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,0.25,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,0.5,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,0.5,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,0.5,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,0.5,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,0.5,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,0.5,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,0.5,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,0.5,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,0.5,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,0.5,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,0.5,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,0.5,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,0.5,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,0.5,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,0.5,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,0.5,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,0.5,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,0.5,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,0.5,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,0.5,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,0.75,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,0.75,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,0.75,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,0.75,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,0.75,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,0.75,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,0.75,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,0.75,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,0.75,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,0.75,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,0.75,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,0.75,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,0.75,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,0.75,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,0.75,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,0.75,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,0.75,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,0.75,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,0.75,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,0.75,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,1.0,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,1.0,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,1.0,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,1.0,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,1.0,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,1.0,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,1.0,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,1.0,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,1.0,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,1.0,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,1.0,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,1.0,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,1.0,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,1.0,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,1.0,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,1.0,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,1.0,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,1.0,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,1.0,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,1.0,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,1.25,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,1.25,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,1.25,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,1.25,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,1.25,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,1.25,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,1.25,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,1.25,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,1.25,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,1.25,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,1.25,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,1.25,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,1.25,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,1.25,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,1.25,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,1.25,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,1.25,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,1.25,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,1.25,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,1.25,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,1.5,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,1.5,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,1.5,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,1.5,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,1.5,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,1.5,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,1.5,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,1.5,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,1.5,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,1.5,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,1.5,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,1.5,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,1.5,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,1.5,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,1.5,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,1.5,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,1.5,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,1.5,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,1.5,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,1.5,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.5,2.0,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.5,2.0,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.5,2.0,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.5,2.0,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.5,2.0,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.5,2.0,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.5,2.0,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.5,2.0,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.5,2.0,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.5,2.0,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.5,2.0,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.5,2.0,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.5,2.0,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.5,2.0,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.5,2.0,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.5,2.0,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.5,2.0,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.5,2.0,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.5,2.0,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.5,2.0,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.75,0.25,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.75,0.25,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.75,0.25,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.75,0.25,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.75,0.25,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.75,0.25,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.75,0.25,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.75,0.25,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.75,0.25,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.75,0.25,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.75,0.25,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.75,0.25,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.75,0.25,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.75,0.25,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.75,0.25,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.75,0.25,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.75,0.25,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.75,0.25,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.75,0.25,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.75,0.25,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.75,0.5,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.75,0.5,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.75,0.5,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.75,0.5,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.75,0.5,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.75,0.5,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.75,0.5,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.75,0.5,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.75,0.5,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
10,70,0.75,0.5,50,2.0,-201.27968349999986,-350.0411850542556,-200.0496090000015,0.9900990099009901
10,70,0.75,0.5,50,3.0,-207.9540184999999,-340.5226227149263,-206.7239440000012,0.9615384615384616
10,70,0.75,0.5,50,5.0,-211.45467349999973,-275.7919647918162,-210.22459900000104,2.803738317757009
10,70,0.75,0.5,75,1.0,-176.59489999999977,-474.98380783868146,-173.9151039999997,0.0
10,70,0.75,0.5,75,2.0,-242.77435149999963,-344.8774455146866,-240.09455549999984,0.819672131147541
10,70,0.75,0.5,75,3.0,-254.77419649999962,-318.90531468662147,-252.0944004999983,1.550387596899225
10,70,0.75,0.5,75,5.0,-259.44451349999946,-285.9898208081968,-256.76471749999837,2.2900763358778624
10,70,0.75,0.5,100,1.0,-161.1112499999999,-466.78918846800985,-159.88117550000243,0.0
10,70,0.75,0.5,100,2.0,-241.24397449999984,-322.2834565476635,-240.01390000000174,2.459016393442623
10,70,0.75,0.5,100,3.0,-261.07706249999984,-304.11936253733705,-259.84698800000115,2.307692307692308
10,70,0.75,0.5,100,5.0,-264.14770399999964,-263.65940655548917,-262.91762949999975,3.7593984962406015
10,70,0.75,0.75,20,1.0,-49.22183599999999,-470.77993146137914,-47.9917615000013,0.0
10,70,0.75,0.75,20,2.0,-70.86620599999995,-338.6801261912985,-69.63613149999946,0.0
10,70,0.75,0.75,20,3.0,-77.95029499999997,-296.51670953072147,-76.72022049999941,0.0
10,70,0.75,0.75,20,5.0,-77.43461649999992,-266.8286597295535,-76.20454199999949,2.564102564102564
10,70,0.75,0.75,30,1.0,-88.33970450000005,-540.6403329179687,-87.10962999999902,0.0
10,70,0.75,0.75,30,2.0,-124.81181900000001,-347.09695422540193,-123.58174449999933,0.0
10,70,0.75,0.75,30,3.0,-129.915809,-332.8241884080615,-128.68573449999894,0.0
10,70,0.75,0.75,30,5.0,-127.51342049999991,-263.3719472325189,-126.28334600000017,3.125
10,70,0.75,0.75,50,1.0,-142.5770575,-576.8603686995382,-141.34698299999945,0.0
