entry_time,exit_time,symbol,direction,quantity,entry_price,exit_price,pnl,exit_reason
2006-03-07 12:00:00,2006-03-08 14:00:00,SPY,short,417,127.51,128.3,-329.4300000000026,StopLoss
2006-03-08 15:00:00,2006-03-10 12:00:00,SPY,short,389,128.17,128.55,-147.8200000000093,StopLoss
2006-03-10 13:00:00,2006-03-13 09:30:00,SPY,short,518,128.55,128.93,-196.83999999999764,CrossUp
2006-03-13 10:00:00,2006-03-13 13:00:00,SPY,long,472,129.02,128.74,-132.16000000000054,StopLoss
2006-03-13 14:00:00,2006-03-14 13:00:00,SPY,long,474,128.67,129.79,530.8800000000022,TakeProfit
2006-03-14 14:00:00,2006-03-14 14:00:00,SPY,long,642,130.08,130.08,0.0,StopLoss
2006-03-14 15:00:00,2006-03-14 16:00:00,SPY,long,685,130.12,130.15,20.55000000000078,StopLoss
2006-03-15 09:30:00,2006-03-16 09:30:00,SPY,long,564,130.18,130.97,445.5599999999955,TakeProfit
2006-03-16 10:00:00,2006-03-17 09:30:00,SPY,long,587,130.98,130.61,-217.189999999986,StopLoss
2006-03-17 10:00:00,2006-03-21 09:30:00,SPY,long,679,130.45,130.22,-156.16999999999305,StopLoss
2006-03-21 10:00:00,2006-03-21 11:00:00,SPY,long,777,130.14,130.78,497.28000000001146,TakeProfit
2006-03-21 12:00:00,2006-03-21 13:00:00,SPY,long,711,130.7,130.28,-298.61999999999114,StopLoss
2006-03-21 14:00:00,2006-03-21 15:00:00,SPY,long,570,129.64,129.59,-28.49999999999028,CrossDown
2006-03-21 16:00:00,2006-03-22 10:00:00,SPY,short,625,129.62,129.75,-81.24999999999716,StopLoss
2006-03-22 11:00:00,2006-03-28 12:00:00,SPY,short,588,130.12,130.43,-182.28000000000134,StopLoss
2006-03-28 13:00:00,2006-03-28 14:00:00,SPY,short,908,130.33,129.56,699.1600000000093,TakeProfit
2006-03-28 15:00:00,2006-03-28 16:00:00,SPY,short,600,129.22,129.25,-18.000000000000682,StopLoss
2006-03-29 09:30:00,2006-03-29 11:00:00,SPY,short,529,129.39,130.11,-380.88000000001443,StopLoss
2006-03-29 12:00:00,2006-03-29 12:00:00,SPY,short,364,130.09,130.09,-0.0,TakeProfit
2006-03-29 13:00:00,2006-03-30 10:00:00,SPY,short,354,130.28,130.25,10.620000000000402,CrossUp
2006-03-30 11:00:00,2006-03-31 11:00:00,SPY,long,304,130.18,129.84,-103.36000000000104,CrossDown
2006-03-31 12:00:00,2006-04-03 10:00:00,SPY,short,525,129.76,130.58,-430.50000000001137,StopLoss
2006-04-03 11:00:00,2006-04-03 12:00:00,SPY,short,553,130.75,130.66,49.770000000001886,CrossUp
2006-04-03 13:00:00,2006-04-03 14:00:00,SPY,long,589,130.6,130.23,-217.93000000000268,StopLoss
2006-04-03 15:00:00,2006-04-04 14:00:00,SPY,long,532,129.69,130.47,414.9600000000006,TakeProfit
2006-04-04 15:00:00,2006-04-06 10:00:00,SPY,long,544,130.53,130.75,119.67999999999938,StopLoss
2006-04-06 11:00:00,2006-04-07 09:30:00,SPY,long,595,130.44,130.85,243.94999999999797,TakeProfit
2006-04-07 10:00:00,2006-04-07 11:00:00,SPY,long,526,130.18,129.74,-231.4399999999988,StopLoss
2006-04-07 12:00:00,2006-04-07 15:00:00,SPY,long,480,129.69,129.47,-105.59999999999945,CrossDown
2006-04-07 16:00:00,2006-04-10 11:00:00,SPY,short,486,129.56,130.03,-228.41999999999945,StopLoss
